1.8000,160m,0,0,0
1.8855,160m,160,0,161
1.8000,160m,160,0,481
1.8855,160m,40,0,80
1.8000,160m,400,0,961
1.8855,160m,810,0,1781
1.8000,160m,420,0,1001
1.8900,160m,870,0,1901
3.6850,80m,1110,0,244
5.4500,60m,0,0,50
7.1200,40m,0,0,15
7.1200,40m,0,0,15
